index,ft_lang,model,l1,run_name,mlp_model
25,english,bloom-560m-english-last-layer,hindi,mend_loc_bloom-560m_finetuned_english_last_layer,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-last-layers-pred/models/bloom-560m.2023-04-17_22-21-38_5418723295.bk
26,english,bloom-560m-english-last-layer,gujarati,mend_loc_bloom-560m_finetuned_english_last_layer,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-last-layers-pred/models/bloom-560m.2023-04-17_22-21-38_5418723295.bk
27,english,bloom-560m-english-last-layer,bengali,mend_loc_bloom-560m_finetuned_english_last_layer,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-last-layers-pred/models/bloom-560m.2023-04-17_22-21-38_5418723295.bk
28,english,bloom-560m-english-last-layer,kannada,mend_loc_bloom-560m_finetuned_english_last_layer,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-last-layers-pred/models/bloom-560m.2023-04-17_22-21-38_5418723295.bk
29,english,bloom-560m-english-last-layer,malayalam,mend_loc_bloom-560m_finetuned_english_last_layer,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-last-layers-pred/models/bloom-560m.2023-04-17_22-21-38_5418723295.bk
30,english,bloom-560m-english-last-layer,tamil,mend_loc_bloom-560m_finetuned_english_last_layer,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-last-layers-pred/models/bloom-560m.2023-04-17_22-21-38_5418723295.bk
31,english,bloom-560m-english-last-layer,arabic,mend_loc_bloom-560m_finetuned_english_last_layer,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-last-layers-pred/models/bloom-560m.2023-04-17_22-21-38_5418723295.bk
32,english,bloom-560m-english-last-layer,chinese,mend_loc_bloom-560m_finetuned_english_last_layer,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-last-layers-pred/models/bloom-560m.2023-04-17_22-21-38_5418723295.bk
33,english,bloom-560m-english-random,english,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
34,english,bloom-560m-english-random,spanish,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
35,english,bloom-560m-english-random,french,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
36,english,bloom-560m-english-random,hindi,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
37,english,bloom-560m-english-random,gujarati,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
38,english,bloom-560m-english-random,bengali,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
39,english,bloom-560m-english-random,kannada,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
40,english,bloom-560m-english-random,malayalam,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
41,english,bloom-560m-english-random,tamil,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
42,english,bloom-560m-english-random,arabic,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
43,english,bloom-560m-english-random,chinese,mend_loc_bloom-560m_finetuned_english_random,/home/anonymous-xme/mend/mend/data/fever/mend_models/mend-bloom-560m-english-random-layers-pred/models/bloom-560m.2023-04-17_22-25-12_9476916002.bk
44,kannada,bloom-560m-kannada-init-layers-1,english,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
45,kannada,bloom-560m-kannada-init-layers-1,spanish,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
46,kannada,bloom-560m-kannada-init-layers-1,french,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
47,kannada,bloom-560m-kannada-init-layers-1,hindi,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
48,kannada,bloom-560m-kannada-init-layers-1,gujarati,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
49,kannada,bloom-560m-kannada-init-layers-1,bengali,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
50,kannada,bloom-560m-kannada-init-layers-1,kannada,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
51,kannada,bloom-560m-kannada-init-layers-1,malayalam,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
52,kannada,bloom-560m-kannada-init-layers-1,tamil,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
53,kannada,bloom-560m-kannada-init-layers-1,arabic,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
54,kannada,bloom-560m-kannada-init-layers-1,chinese,mend_loc_bloom-560m_finetuned_kannada_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-12_22-26-24_1726201777/models/bloom-560m.2023-07-12_22-26-24_1726201777
55,kannada,bloom-560m-kannada-middle,english,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
56,kannada,bloom-560m-kannada-middle,spanish,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
57,kannada,bloom-560m-kannada-middle,french,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
58,kannada,bloom-560m-kannada-middle,hindi,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
59,kannada,bloom-560m-kannada-middle,gujarati,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
60,kannada,bloom-560m-kannada-middle,bengali,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
61,kannada,bloom-560m-kannada-middle,kannada,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
62,kannada,bloom-560m-kannada-middle,malayalam,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
63,kannada,bloom-560m-kannada-middle,tamil,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
64,kannada,bloom-560m-kannada-middle,arabic,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
65,kannada,bloom-560m-kannada-middle,chinese,mend_loc_bloom-560m_finetuned_kannada_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-13_09-43-43_8688709103/models/bloom-560m.2023-07-13_09-43-43_8688709103
66,kannada,bloom-560m-kannada-last-layer,english,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
67,kannada,bloom-560m-kannada-last-layer,spanish,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
68,kannada,bloom-560m-kannada-last-layer,french,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
69,kannada,bloom-560m-kannada-last-layer,hindi,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
70,kannada,bloom-560m-kannada-last-layer,gujarati,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
71,kannada,bloom-560m-kannada-last-layer,bengali,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
72,kannada,bloom-560m-kannada-last-layer,kannada,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
73,kannada,bloom-560m-kannada-last-layer,malayalam,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
74,kannada,bloom-560m-kannada-last-layer,tamil,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
75,kannada,bloom-560m-kannada-last-layer,arabic,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
76,kannada,bloom-560m-kannada-last-layer,chinese,mend_loc_bloom-560m_finetuned_kannada_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-30_2140826051/models/bloom-560m.2023-07-13_17-54-30_2140826051
77,kannada,bloom-560m-kannada-random,english,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
78,kannada,bloom-560m-kannada-random,spanish,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
79,kannada,bloom-560m-kannada-random,french,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
80,kannada,bloom-560m-kannada-random,hindi,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
81,kannada,bloom-560m-kannada-random,gujarati,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
82,kannada,bloom-560m-kannada-random,bengali,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
83,kannada,bloom-560m-kannada-random,kannada,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
84,kannada,bloom-560m-kannada-random,malayalam,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
85,kannada,bloom-560m-kannada-random,tamil,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
86,kannada,bloom-560m-kannada-random,arabic,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
87,kannada,bloom-560m-kannada-random,chinese,mend_loc_bloom-560m_finetuned_kannada_random,/home/anonymous-xme/mend/mend/outputs/2023-07-13_17-54-51_5936858791/models/bloom-560m.2023-07-13_17-54-51_5936858791
88,malayalam,bloom-560m-malayalam-init-layers-1,english,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
89,malayalam,bloom-560m-malayalam-init-layers-1,spanish,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
90,malayalam,bloom-560m-malayalam-init-layers-1,french,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
91,malayalam,bloom-560m-malayalam-init-layers-1,hindi,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
92,malayalam,bloom-560m-malayalam-init-layers-1,gujarati,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
93,malayalam,bloom-560m-malayalam-init-layers-1,bengali,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
94,malayalam,bloom-560m-malayalam-init-layers-1,kannada,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
95,malayalam,bloom-560m-malayalam-init-layers-1,malayalam,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
96,malayalam,bloom-560m-malayalam-init-layers-1,tamil,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
97,malayalam,bloom-560m-malayalam-init-layers-1,arabic,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
98,malayalam,bloom-560m-malayalam-init-layers-1,chinese,mend_loc_bloom-560m_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-32_6970033976/models/bloom-560m.2023-07-11_12-33-32_6970033976
99,malayalam,bloom-560m-malayalam-middle,english,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
100,malayalam,bloom-560m-malayalam-middle,spanish,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
101,malayalam,bloom-560m-malayalam-middle,french,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
102,malayalam,bloom-560m-malayalam-middle,hindi,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
103,malayalam,bloom-560m-malayalam-middle,gujarati,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
104,malayalam,bloom-560m-malayalam-middle,bengali,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
105,malayalam,bloom-560m-malayalam-middle,kannada,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
106,malayalam,bloom-560m-malayalam-middle,malayalam,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
107,malayalam,bloom-560m-malayalam-middle,tamil,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
108,malayalam,bloom-560m-malayalam-middle,arabic,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
109,malayalam,bloom-560m-malayalam-middle,chinese,mend_loc_bloom-560m_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-11_12-33-53_8207053854/models/bloom-560m.2023-07-11_12-33-53_8207053854
110,malayalam,bloom-560m-malayalam-last-layer,english,mend_loc_bloom-560m_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-11_22-49-07_3497931864/models/bloom-560m.2023-07-11_22-49-07_3497931864
111,malayalam,bloom-560m-malayalam-last-layer,spanish,mend_loc_bloom-560m_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-11_22-49-07_3497931864/models/bloom-560m.2023-07-11_22-49-07_3497931864
112,malayalam,bloom-560m-malayalam-last-layer,french,mend_loc_bloom-560m_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-11_22-49-07_3497931864/models/bloom-560m.2023-07-11_22-49-07_3497931864
113,malayalam,bloom-560m-malayalam-last-layer,hindi,mend_loc_bloom-560m_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-11_22-49-07_3497931864/models/bloom-560m.2023-07-11_22-49-07_3497931864
114,malayalam,bloom-560m-malayalam-last-layer,gujarati,mend_loc_bloom-560m_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-11_22-49-07_3497931864/models/bloom-560m.2023-07-11_22-49-07_3497931864
