index,ft_lang,model,l1,run_name,mlp_model
54,malayalam,mbert-uncased-malayalam-init-layers-1,chinese,mend_loc_mbert-uncased_finetuned_malayalam_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-22_0316404263/models/bert-base-multilingual-uncased.2023-07-18_08-28-22_0316404263
55,malayalam,mbert-uncased-malayalam-middle,english,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
56,malayalam,mbert-uncased-malayalam-middle,spanish,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
57,malayalam,mbert-uncased-malayalam-middle,french,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
58,malayalam,mbert-uncased-malayalam-middle,hindi,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
59,malayalam,mbert-uncased-malayalam-middle,gujarati,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
60,malayalam,mbert-uncased-malayalam-middle,bengali,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
61,malayalam,mbert-uncased-malayalam-middle,kannada,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
62,malayalam,mbert-uncased-malayalam-middle,malayalam,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
63,malayalam,mbert-uncased-malayalam-middle,tamil,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
64,malayalam,mbert-uncased-malayalam-middle,arabic,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
65,malayalam,mbert-uncased-malayalam-middle,chinese,mend_loc_mbert-uncased_finetuned_malayalam_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-41_3645489049/models/bert-base-multilingual-uncased.2023-07-18_08-28-41_3645489049
66,malayalam,mbert-uncased-malayalam-last-layer,english,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
67,malayalam,mbert-uncased-malayalam-last-layer,spanish,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
68,malayalam,mbert-uncased-malayalam-last-layer,french,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
69,malayalam,mbert-uncased-malayalam-last-layer,hindi,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
70,malayalam,mbert-uncased-malayalam-last-layer,gujarati,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
71,malayalam,mbert-uncased-malayalam-last-layer,bengali,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
72,malayalam,mbert-uncased-malayalam-last-layer,kannada,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
73,malayalam,mbert-uncased-malayalam-last-layer,malayalam,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
74,malayalam,mbert-uncased-malayalam-last-layer,tamil,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
75,malayalam,mbert-uncased-malayalam-last-layer,arabic,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
76,malayalam,mbert-uncased-malayalam-last-layer,chinese,mend_loc_mbert-uncased_finetuned_malayalam_last_layer,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-28-55_69652255/models/bert-base-multilingual-uncased.2023-07-18_08-28-55_69652255
77,malayalam,mbert-uncased-malayalam-random,english,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
78,malayalam,mbert-uncased-malayalam-random,spanish,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
79,malayalam,mbert-uncased-malayalam-random,french,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
80,malayalam,mbert-uncased-malayalam-random,hindi,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
81,malayalam,mbert-uncased-malayalam-random,gujarati,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
82,malayalam,mbert-uncased-malayalam-random,bengali,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
83,malayalam,mbert-uncased-malayalam-random,kannada,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
84,malayalam,mbert-uncased-malayalam-random,malayalam,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
85,malayalam,mbert-uncased-malayalam-random,tamil,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
86,malayalam,mbert-uncased-malayalam-random,arabic,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
87,malayalam,mbert-uncased-malayalam-random,chinese,mend_loc_mbert-uncased_finetuned_malayalam_random,/home/anonymous-xme/mend/mend/outputs/2023-07-18_08-29-14_2644514781/models/bert-base-multilingual-uncased.2023-07-18_08-29-14_2644514781
88,tamil,mbert-uncased-tamil-init-layers-1,english,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
89,tamil,mbert-uncased-tamil-init-layers-1,spanish,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
90,tamil,mbert-uncased-tamil-init-layers-1,french,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
91,tamil,mbert-uncased-tamil-init-layers-1,hindi,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
92,tamil,mbert-uncased-tamil-init-layers-1,gujarati,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
93,tamil,mbert-uncased-tamil-init-layers-1,bengali,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
94,tamil,mbert-uncased-tamil-init-layers-1,kannada,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
95,tamil,mbert-uncased-tamil-init-layers-1,malayalam,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
96,tamil,mbert-uncased-tamil-init-layers-1,tamil,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
97,tamil,mbert-uncased-tamil-init-layers-1,arabic,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
98,tamil,mbert-uncased-tamil-init-layers-1,chinese,mend_loc_mbert-uncased_finetuned_tamil_init_layers_1,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-13_1062648929/models/bert-base-multilingual-uncased.2023-07-19_11-00-13_1062648929
99,tamil,mbert-uncased-tamil-middle,english,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
100,tamil,mbert-uncased-tamil-middle,spanish,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
101,tamil,mbert-uncased-tamil-middle,french,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
102,tamil,mbert-uncased-tamil-middle,hindi,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
103,tamil,mbert-uncased-tamil-middle,gujarati,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
104,tamil,mbert-uncased-tamil-middle,bengali,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
105,tamil,mbert-uncased-tamil-middle,kannada,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
106,tamil,mbert-uncased-tamil-middle,malayalam,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
107,tamil,mbert-uncased-tamil-middle,tamil,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
108,tamil,mbert-uncased-tamil-middle,arabic,mend_loc_mbert-uncased_finetuned_tamil_middle,/home/anonymous-xme/mend/mend/outputs/2023-07-19_11-00-54_7303749957/models/bert-base-multilingual-uncased.2023-07-19_11-00-54_7303749957
